State,ST,County,Republicans 2016,Democrats 2016,Green 2016,Libertarians 2016,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Child.Poverty.living.in.families.below.the.poverty.line,White,Black,Hispanic,Asian,Amerindian,Other,Median Age,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality
Michigan,MI,"Van Buren County, Michigan",53.86445067,39.91810436,1.255532472,4.456086472,15.2,84.8,18.3,7.1,77.6,26124.36159,23.9,11.9,77142,40.2,16.2,22.55,82.8,4.2,9.85,0.35,0.7,2.05,39.4,3.7,3.3,0.07,42.7,0.309,0.2,0.318,0.114,264,78,0.152,0.095,328.54,2.42,71,6.5
Ohio,OH,"Putnam County, Ohio",79.9695437,15.63060858,0.375265133,3.404579322,9.1,90.9,18.1,6,79.25,30790.39842,11.95,6.75,34514,34.8,7,9.8,93.45,0.2,5.5,0.2,0.1,0.6,38,1.5,1.5,0.06,23.6,0.167,,0.299,0.097,137.1,21.4,0.117,0.06,36.1,,53.7,
Oklahoma,OK,"Garfield County, Oklahoma",73.7506915,20.24248571,,6.006822792,14.4,85.6,21.8,6.3,70.5,23658.88,31.55,8.85,59140,39.3,16.75,25,82.2,2.8,7.8,0.95,2,4.3,37.6,3.4,3.1,0.08,66.6,0.332,0.235,0.328,0.107,311.5,79.5,0.209,0.035,400.82,3.41,83.3,11.6
Texas,TX,"Andrews County, Texas",79.67925294,16.97117337,0.365408039,2.984165652,27.3,72.7,12.4,3.3,73.25,30639.90286,32.7,15.05,14040,38.4,17.75,30.85,48.4,0.95,47.85,0.5,0.4,1.9,34.6,,,0.1,82.4,0.282,,0.303,0.099,479.1,39.2,0.271,0.037,536.37,,79.8,
Texas,TX,"Smith County, Texas",70.5030002,26.60862664,0.408845492,2.479527663,15.8,84.2,24.5,7.7,74.85,24453.08984,26.25,7.4,203672,38.7,15.45,22.35,63.3,17.85,16.2,1,0.35,1.3,35.9,3.9,3.4,0.08,50.9,0.319,0.193,0.282,0.104,482.2,173.4,0.248,0.07,404.63,5.31,69.1,7.3
Wisconsin,WI,"Marinette County, Wisconsin",65.04329546,31.2478102,0.655688473,2.537664548,12.4,87.6,14.2,4,73.85,25471.57238,19.25,9.5,42057,44.9,13.25,16.6,96.55,0.3,1.15,0.5,0.5,1,44.8,3.9,3.5,0.07,25.9,0.298,0.265,0.296,0.107,148.8,27.5,0.109,0.08,67.56,,70.4,
Montana,MT,"Silver Bow County, Montana",38.55926977,52.70136919,1.782410263,6.389539904,8.8,91.2,22.9,7.4,79.35,22586.06603,31.8,9.55,33470,52.6,16.8,21.1,92.3,0.25,3.55,0.55,1.7,1.65,41.8,4.1,4.1,0.09,42.1,0.339,0.226,0.274,0.088,270.5,66.7,0.193,0.058,345.48,,104.8,
Pennsylvania,PA,"Chester County, Pennsylvania",43.34807247,52.57634912,0.836718085,2.932076193,7.5,92.5,47.8,18.3,83.1,41059.3708,7.4,5.95,492593,62.9,6.2,6.25,83.25,6,5.75,3.55,0.1,1.35,38.8,2.6,2.9,0.07,14.5,0.172,0.128,0.222,0.082,186,108.3,0.095,0.061,167.33,1.65,42.3,5.8
Indiana,IN,"Scott County, Indiana",67.0419426,29.1611479,,3.796909492,25.7,74.3,9.9,3.6,71.45,26805.59588,22.8,16.5,23913,39.8,15.8,21.7,97.25,0.2,1.4,0.35,0.1,0.75,38.2,5.5,4,0.09,63.2,0.382,0.246,0.285,0.116,304.3,57,0.168,0.098,387.74,5.95,112,
Washington,WA,"Clark County, Washington",46.2703796,46.32503167,1.648755772,4.991725575,9.2,90.8,25.7,8.9,75.45,32015.43746,14.05,7.55,420784,34.5,10.7,14.55,82.9,1.75,7.1,3.9,0.6,3.8,36.2,3.5,3.4,0.06,28.3,0.268,0.153,0.291,0.087,346.8,139.6,0.154,0.104,230.48,2.74,53.8,4.5
Louisiana,LA,"Beauregard Parish, Louisiana",81.16461069,15.87080515,0.424459477,1.49224035,16.5,83.5,14.8,4.7,73.15,27792.25207,19.95,11.85,35241,32.5,13.15,16.65,80.95,12.95,2.7,0.75,0.75,2,36.5,3.9,3.6,0.09,54.7,0.317,0.258,0.331,0.126,495.4,127.7,0.202,0.07,301.08,5.36,102.4,8
Massachusetts,MA,"Berkshire County, Massachusetts",26.04213496,67.49655076,2.509805137,3.951509139,9.8,90.2,29.6,12.6,80,28309.64508,23.6,7.85,130693,47.4,11.5,14.6,91.45,2.4,3,1.3,0.2,1.65,43.8,3.7,3.6,0.08,23.5,0.351,0.17,0.22,0.086,275.2,101.8,0.048,0.067,429.39,1.62,52.3,3.9
Kansas,KS,"Jewell County, Kansas",81.18678355,12.137559,2.899527984,3.776129467,9.3,90.7,18.9,4.9,74.9,22510.01524,11.3,12.35,3126,25.4,12.3,18.9,97.3,0.05,1.45,0.2,0.3,0.7,50.7,3.4,1.7,,22.1,0.161,0.101,0.338,0.129,,,0.176,0.035,,,,
Oklahoma,OK,"Muskogee County, Oklahoma",62.12127475,32.93927996,,4.939445294,17.1,82.9,17.5,5.9,73.3,23248.96889,25,12.85,70844,45.4,19.1,26.85,60.1,11.5,4.7,0.55,15.15,8,37.5,6,5.6,0.09,70.7,0.383,0.333,0.319,0.141,564.8,89.6,0.237,0.064,611.2,6.31,84.7,7
Louisiana,LA,"Orleans Parish, Louisiana",14.65230439,80.80775756,1.536055646,2.195400286,16.6,83.4,31.6,13.4,75.25,24067.29778,40.85,15.05,336249,59,23.9,38,29.85,61.1,4.75,2.85,0.15,1.3,35.8,3.6,4.4,0.13,44.4,0.614,0.199,0.309,0.115,1654.9,1834.3,0.231,0.078,776.46,51.49,110.3,10.6
Minnesota,MN,"Martin County, Minnesota",67.45629955,26.10564524,0.754608845,3.27633967,13.1,86.9,17.5,4.9,77.7,26384.02064,17,8.55,20644,55.4,8.8,10.4,95,0.3,3.3,0.75,0.2,0.45,44.7,1.5,2.3,0.07,34.6,0.274,0.183,0.272,0.08,154.7,34,0.099,0.054,73.99,,61.3,
Minnesota,MN,"Traverse County, Minnesota",58.62646566,35.23171413,0.893355667,2.289223897,11.9,88.1,14.7,2.7,77.6,24177.67969,14.25,9.35,3621,53.9,10.55,11.3,93.5,0.15,1.6,0.15,3.75,0.8,46.6,,,,20.6,0.165,,0.29,0.097,198.7,,0.136,0.051,250.88,,,
Missouri,MO,"Oregon County, Missouri",78.64493997,18.54631218,0.300171527,1.886792453,23.2,76.8,10.2,3.1,76.25,18645.17016,26.55,22.5,10601,48.7,24.95,31.95,94.25,0.2,0.95,0.4,2.4,1.75,45,,2.9,0.09,51.1,0.292,0.228,0.323,0.133,190.6,54,0.221,0.069,180.92,,78.3,
Montana,MT,"Yellowstone County, Montana",59.58892501,32.5362464,1.2665054,6.257029721,8.6,91.4,29,8,72.85,25968.38095,18.95,7.55,144204,40.9,11.25,15.6,87.8,0.75,4.9,0.75,3.6,2.2,38.3,3.4,3.5,0.07,39,0.317,0.171,0.271,0.085,369.2,95.9,0.196,0.044,238.3,2.82,69,6.3
Kansas,KS,"Gove County, Kansas",84.86445783,11.21987952,0.903614458,3.012048193,9,91,16.9,2.8,76.25,22463.62699,16.95,8.45,2647,56.1,8.3,12.25,97.45,0.15,1.65,0.2,0.1,0.5,48.1,,3,,,0.138,,0.295,0.129,,,0.167,0.027,170.89,,,
Indiana,IN,"Whitley County, Indiana",73.10588993,21.7508851,,5.143224976,9.8,90.2,16.6,5.3,72.7,29897.92381,11.15,7.85,32898,34.5,6.85,8.1,96.7,0.25,1.35,0.3,0.1,1.25,38.8,3.3,2,0.08,30.8,0.262,0.215,0.337,0.09,203.6,20.6,0.14,0.079,45.53,,55.8,
Kansas,KS,"Coffey County, Kansas",75.46693589,18.1474003,1.716304897,4.66935891,8.5,91.5,20,5.6,78.3,25799.56921,18.05,10.35,8536,38.3,12.25,17.25,94.85,0.5,2.05,0.35,0.4,1.8,43.3,2.6,2,0.06,27.1,0.299,0.161,0.352,0.109,175.8,,0.124,0.06,151.65,,86.2,
Texas,TX,"Upton County, Texas",74.15123457,21.91358025,0.231481481,3.703703704,24.5,75.5,12.7,2.4,72.05,25094.86191,25.45,17.3,3200,9.8,16.75,23.55,46.5,2.9,48.85,0,0.6,1.15,38.8,,,0.09,65.7,0.339,,0.298,0.104,239.1,,0.292,0.034,50.45,,,
Kentucky,KY,"Marshall County, Kentucky",73.83748802,22.00383509,0.503355705,2.552732502,16.8,83.2,14.8,6.9,76,24261.18064,27.55,7.75,31261,50.5,12,16.75,97.2,0.35,1.1,0.3,0.2,0.85,43.3,4.3,4.5,0.08,47.5,0.264,0.254,0.342,0.104,201.2,43.6,0.158,0.086,104.79,,91.8,
New Jersey,NJ,"Sussex County, New Jersey",62.93799079,32.67262388,1.137286759,2.732196047,7,93,31.4,10.8,84.6,41365.44032,6.7,5.75,150252,67.8,4.75,6,89.25,1.7,6.05,1.8,0.1,1.05,40.6,3.4,3.1,0.07,9.3,0.17,0.184,0.258,0.075,110.4,120.1,0.104,0.091,55.93,0.95,36.3,3.9
New York,NY,"Warren County, New York",51.81369704,41.22896111,2.862013929,4.095327916,10.4,89.6,27.3,11.9,78.15,27902.15937,15.25,5.25,65725,54.6,10.1,14,95.45,0.8,1.7,0.75,0.3,1,43.1,3,2.4,0.07,26.7,0.311,0.245,0.288,0.099,282.5,117.6,0.103,0.086,140.94,,44.7,4.5
Florida,FL,"Okaloosa County, Florida",71.31943134,23.55623553,0.602044567,4.12787983,9.3,90.7,26.8,10,68.7,27556.85905,19.45,6.6,180888,47.5,10.5,16.55,77.6,9.2,6.35,2.95,0.55,3.35,37.6,4.5,3.2,0.08,42.6,0.35,0.216,0.285,0.096,439.3,221.2,0.191,0.062,363.21,3.05,70,7.2
Idaho,ID,"Cassia County, Idaho",72.74394718,12.66813402,0.452433358,2.470041575,21.2,78.8,15.7,4.9,71.6,22429.00508,20.15,10.1,22053,21.9,15.9,20.4,73.6,0.2,23.95,0.3,0.55,1.35,32.4,3.1,3.4,0.07,51.3,0.203,0.133,0.308,0.104,189.8,,0.232,0.055,188.39,,78.8,
Kentucky,KY,"Breckinridge County, Kentucky",73.9254361,22.34636872,0.535856801,2.211834454,23.9,76.1,7.8,2.8,76.85,21256.43715,27.1,14.95,19558,31.8,19.4,27.75,95.15,2.25,0.95,0.15,0.4,1.15,42,4.3,5.2,0.08,45.3,0.22,0.306,0.338,0.136,103.7,,0.204,0.083,55.49,,99.5,
Missouri,MO,"Lawrence County, Missouri",78.46947343,17.38035264,0.623725561,2.824757107,19.5,80.5,13.3,4.3,72.85,22611.34889,27.3,12.5,37992,33.8,16.7,23.65,91.4,0.35,5.8,0.25,0.7,1.5,38.6,4.1,3.4,0.08,50.2,0.324,0.273,0.3,0.117,209.5,47.5,0.201,0.06,376.43,,80.3,7.5
Georgia,GA,"Cherokee County, Georgia",72.73719829,22.74125874,,4.521542973,11.1,88.9,33.6,9.1,80.3,35838.51588,8.95,7.85,207789,61.2,7.25,8.25,81.8,5.4,9.2,1.65,0.3,1.7,35.7,2.9,2.7,0.07,29.7,0.219,0.167,0.279,0.087,176.8,142.6,0.183,0.072,94.58,1.59,45,4.6
Michigan,MI,"Muskegon County, Michigan",46.6348523,47.51407008,1.247503696,4.110797002,12.3,87.7,16.5,5.5,76.2,24888.07207,29.25,8.4,173172,47.9,17.35,23.3,78.25,13.85,4.6,0.5,0.7,2.05,37.5,4.6,4.9,0.09,48.7,0.373,0.265,0.355,0.119,705.2,81.6,0.136,0.088,437.18,2.89,65.6,7.5
Georgia,GA,"Harris County, Georgia",72.78550512,24.90239141,,2.312103465,11.5,88.5,27.4,10.7,82.45,35159.97175,11.55,11.1,30454,47.1,9.6,10.95,77,17.7,2.4,0.9,0.3,1.7,41.5,3,2.7,0.09,29,0.195,0.185,0.282,0.127,223.2,149.4,0.148,0.068,76.21,4.78,57.2,
Pennsylvania,PA,"Jefferson County, Pennsylvania",78.34079025,18.52730311,0.571397768,2.177780174,13.1,86.9,12,3.9,71.85,23590.34794,22.3,10.6,45082,29.1,13.5,20.25,98,0.25,0.6,0.2,0.2,0.7,42.4,4,4.7,0.09,33.3,0.296,0.261,0.292,0.13,149,39.1,0.139,0.079,203.7,,76,7.9
Rhode Island,RI,"Providence County, Rhode Island",37.2951412,58.4679101,1.303994153,2.783891254,21,79,25.6,10.1,78.4,28785.17429,23.95,11.5,628033,41.7,15.1,22.25,67.65,7.1,18.15,3.45,0.4,3.3,36.7,3.8,3.7,0.08,33.7,0.428,0.171,0.273,0.089,527.7,312.3,0.153,0.112,341.24,4.1,58.1,7
Nebraska,NE,"Kearney County, Nebraska",77.69895126,16.96483652,0.80197409,4.534238125,7.3,92.7,25,7.2,76.9,28948.26508,16.45,6.45,6519,43.5,9.2,13.7,95.3,0.2,3.6,0.4,0.1,0.5,42.5,2,2.5,0.07,23.2,0.102,0.172,0.294,0.074,75.9,,0.11,0.029,76.97,,64.1,
Illinois,IL,"Edwards County, Illinois",83.84661836,13.04347826,0.362318841,2.747584541,11,89,13.1,4.7,74.2,26878.95746,25.1,12.2,6623,51.7,11.45,15.2,97.8,0.3,0.45,0.25,0.1,1,42.5,,,0.07,39.5,0.236,,0.273,0.097,136,,0.119,0.082,137.17,,107.4,
Texas,TX,"Tarrant County, Texas",52.15243078,43.45007483,0.814836942,3.582657446,16.2,83.8,28.7,8.7,75.5,31082.31207,21.4,8.6,1756988,41,13.25,19.25,53.25,14.05,26,4.4,0.4,1.9,33.2,3,3,0.08,52.7,0.323,0.158,0.279,0.092,435.3,260.7,0.235,0.066,451.84,5.27,44.7,7.6
Texas,TX,"Walker County, Texas",65.42701824,30.91500279,0.817964741,2.840014225,19.7,80.3,17.1,5.5,78.8,19808.17651,29.7,8.35,65894,17.8,22.95,24.1,58.8,22.65,16.15,0.95,0.35,1.1,34.3,6.2,5.3,0.09,27.4,0.353,0.185,0.326,0.096,455.3,3764.1,0.28,0.067,391.65,4.77,56.4,5.3
Virginia,VA,"Amelia County, Virginia",66.86567164,30.56147832,0.156361052,1.833688699,22,78,13.1,4.4,65.2,29043.92064,19.2,9.8,12635,8.1,11.95,13.2,73.45,22.5,2.6,0.25,0.2,0.95,41.5,3,4.3,0.06,40.2,0.258,0.2,0.327,0.112,335.8,64,0.197,0.057,134.91,,87.9,
Ohio,OH,"Sandusky County, Ohio",58.36455567,35.40431414,1.098541341,4.470553999,12.6,87.4,13.1,4.9,77.35,27313.36794,22.1,6.8,60801,55.2,10.45,15.2,86.75,2.7,8.45,0.3,0.2,1.6,40.3,5.4,3.6,0.08,43.6,0.301,0.245,0.339,0.118,294.7,60.1,0.131,0.071,249.24,2.32,68.5,6.6
Oklahoma,OK,"Beaver County, Oklahoma",88.82431828,7.867679928,,3.308001788,16.4,83.6,17.9,4.3,71.35,26599.6254,21.85,11.85,5473,30.3,12.3,16.85,78.3,0.35,18.25,0.1,1.5,1.55,42.2,4.5,,0.08,34.1,0.224,0.286,0.314,0.113,,,0.246,0.025,106.39,,143.9,
Oregon,OR,"Yamhill County, Oregon",50.06871177,41.30463694,2.110116145,6.516535154,13.2,86.8,23,8.4,76.3,26270.01842,22.85,8,97343,30.9,12.8,17.45,80.1,0.75,14.15,1.2,1.05,2.8,36.5,3.7,3.1,0.06,31.4,0.285,0.171,0.294,0.079,276,56.3,0.183,0.085,133.79,,55.1,6.2
Texas,TX,"Dimmit County, Texas",30.20155039,67.37984496,0.651162791,1.76744186,39,61,12.6,2.6,70.15,18445.2,62.95,23.3,9914,28.3,36.8,51.3,13.2,0.65,85.15,0.85,0.05,0.1,35.4,,,0.08,87.4,0.357,,0.306,0.108,573.2,74.6,0.271,0.051,471.24,,72.7,
Mississippi,MS,"Harrison County, Mississippi",63.96997229,33.31239126,0.51871899,1.905728462,16.5,83.5,20,7.4,69.55,24824.85334,25,9.6,184003,37,15.05,20.8,67.6,22,4.6,2.9,0.4,2.5,35.8,4,5.1,0.1,59.7,0.433,0.27,0.342,0.121,579.5,354.9,0.225,0.086,250.75,8.6,86,9.1
Iowa,IA,"Clay County, Iowa",68.71926949,26.29360805,0.409740108,3.348162023,8.7,91.3,18.5,3.6,77.35,25277.95651,21.2,6.7,16671,53.8,9.55,14,95.2,0.25,2.75,0.65,0.15,1.05,42.6,2.5,2.2,0.06,33.6,0.268,0.201,0.296,0.086,289.3,,0.111,0.05,57.98,,62.2,
West Virginia,WV,"Taylor County, West Virginia",72.34533703,22.82240689,1.184979994,2.98553401,16.6,83.4,14.5,3.4,78.7,24453.28,23.85,15.5,16541,57.9,14.6,19.7,97.1,0.8,0.75,0.35,0.2,0.8,42.1,5.7,4.1,0.08,44.5,0.281,0.256,0.328,0.117,136,41.6,0.188,0.07,11.84,,74.1,
South Dakota,SD,"Hyde County, South Dakota",78.69565217,18.11594203,,2.463768116,14,86,16.8,3,71.65,24564.92667,27.15,16.05,1450,15.4,13.1,14.25,88.7,0.55,0.55,0.1,8.65,1.5,44.9,2,,,,0.216,,0.334,0.101,,,0.159,0.037,,,,
Pennsylvania,PA,"Perry County, Pennsylvania",73.80986149,21.88814825,0.770576278,2.92629887,14.6,85.4,14,4.3,71.2,30597.11778,15.15,6.75,45508,29.9,9.05,14.4,96.95,0.6,1.15,0.3,0.15,0.9,40.4,4.4,3.3,0.07,32.2,0.278,0.139,0.308,0.103,258.5,71.4,0.144,0.078,176.79,,67.1,5.3
North Dakota,ND,"Stutsman County, North Dakota",67.47836587,24.99496881,1.096800161,5.745622862,14.3,85.7,22.7,5.2,74.95,25371.60889,15.3,14.8,20825,40.4,12.2,14.05,95.15,0.45,1.55,0.45,1.6,0.85,42.1,2.6,2.5,0.08,22.9,0.295,0.172,0.298,0.083,213.7,,0.106,0.033,173.16,,67.7,
Kansas,KS,"Linn County, Kansas",78.92030848,16.84973125,1.519046506,2.710913765,13.2,86.8,13.5,3.3,72.7,26869.06889,15.2,11.05,9625,32.3,9.65,10.75,95.5,0.25,1.65,0.55,0.35,1.65,43.9,3.3,3.3,0.08,38.5,0.268,0.227,0.337,0.107,145.7,,0.159,0.087,290.95,,87.9,
Montana,MT,"Beaverhead County, Montana",69.0881977,23.75372816,1.469961653,5.304644227,8.2,91.8,30.4,9.5,79.6,17191.05365,13.05,8.1,9066,80.7,14.55,13.25,92.6,0.2,3.6,0.9,1.15,1.55,42.5,3.7,3,0.08,16.4,0.198,0.11,0.246,0.082,108.7,,0.251,0.052,185.85,,111.7,
South Dakota,SD,"Bennett County, South Dakota",57.96344648,35.85726719,,4.960835509,26.9,73.1,15.7,3.9,66.1,19480.18159,29.65,15.45,3419,58.8,30.95,41.2,33.75,0.05,1.55,0.4,58.95,5.4,32,3,3,0.07,76.5,0.655,0.215,0.377,0.135,697.5,,0.209,0.056,184.74,,127.9,
Georgia,GA,"Troup County, Georgia",60.64823789,37.20776955,,2.143992556,20.7,79.3,19.4,6.9,75.8,24154.25492,30.8,14.55,65229,51.5,19.25,28.85,61.4,33.2,2.9,1.25,0.15,1.15,35.8,3.9,3.9,0.11,69.3,0.455,0.149,0.309,0.137,641.9,162.9,0.212,0.101,340.79,4.41,61,8.4
Iowa,IA,"Kossuth County, Iowa",66.27865961,29.73544974,0.388007055,2.26925338,10,90,16.7,4.5,80.55,27449.91461,15.95,5.35,15519,43.4,8.65,9.85,97.4,0.25,1.35,0.45,0.1,0.5,46.2,1.8,2.6,0.06,18.1,0.17,0.155,0.311,0.104,103.9,,0.098,0.037,131.37,,62.2,
Idaho,ID,"Clark County, Idaho",71.73144876,15.54770318,0.35335689,1.413427562,31.1,68.9,5.3,1.1,74.95,24248.01937,12.15,23.35,983,50,13.55,16.6,56.05,0.1,41,0.25,1.7,0.85,42.3,,,,48.5,0.187,,0.29,0.094,,,0.314,0.066,209.06,,,
Minnesota,MN,"Hennepin County, Minnesota",28.50958308,63.82023775,1.532757298,3.62747605,7.9,92.1,44,14.7,78.35,35493.43842,17.9,7.25,1144324,49.5,11.65,15.95,73.4,10.9,6.35,5.85,0.75,2.65,35.9,2.7,2.5,0.07,27.3,0.316,0.141,0.219,0.066,489.5,397.4,0.109,0.053,453.01,4.43,56.5,5.6
Minnesota,MN,"Kanabec County, Minnesota",64.36923077,28.64,0.996923077,3.667692308,12.9,87.1,13.9,3.4,75.95,26361.5581,16,11.95,16149,42.9,12.25,16.5,95.9,0.4,1.25,0.35,0.6,1.45,41.3,3,4,0.05,31.3,0.264,0.212,0.264,0.08,142.2,,0.114,0.098,315.27,,54.9,
Missouri,MO,"Cooper County, Missouri",70.49899699,24.222668,0.727181545,3.836509529,17.3,82.7,15.7,4.6,69.05,23563.54635,17.9,10.4,17486,41.9,13.4,16.65,88.8,6.55,1.4,0.2,0.25,2.75,37.7,2.3,,0.09,37.9,0.296,0.316,0.293,0.111,277.4,130.3,0.162,0.068,134.23,,58,
Georgia,GA,"Randolph County, Georgia",43.86873921,55.16407599,,0.967184801,29.6,70.4,13.1,6.2,80,17356.27937,55.35,19.75,7489,75.6,27,52.15,36.6,60.35,0.9,0.45,0.15,1.6,36.8,3.3,,0.16,54.9,0.381,,0.365,0.162,740.9,209.8,0.219,0.137,136.82,,69.9,
South Dakota,SD,"Marshall County, South Dakota",54.23728814,38.72624551,,6.009244992,14.7,85.3,16.7,3.6,79.95,22672.15016,47.05,13.05,4461,44.3,17.3,27.15,86.85,0.1,4.15,0.1,8.15,0.65,43.1,2.1,2.4,0.06,30.1,0.214,0.23,0.289,0.095,174,,0.171,0.057,124.36,,,
North Dakota,ND,"McHenry County, North Dakota",74.09750651,17.64049125,0.669892073,6.773353182,14.5,85.5,14.3,2.8,76.2,25716.14984,18.1,17.75,5335,39.6,12.85,17.6,97.25,0.05,1.1,0.2,0.4,0.9,45.5,2.6,2.8,0.05,21.9,0.287,0.181,0.296,0.094,127.2,,0.149,0.045,49.98,,88.9,
Oklahoma,OK,"Creek County, Oklahoma",74.8245675,20.26679636,,4.908636143,16.6,83.4,14.9,3.8,78.5,26304.01588,26.7,9.8,69470,46.5,14.9,21.4,79.45,2.2,2.85,0.35,8.15,7.05,39.6,4.5,4.6,0.08,54.5,0.286,0.315,0.361,0.122,316.5,84.5,0.223,0.06,189.88,3.33,99.3,8.4
Texas,TX,"Fayette County, Texas",78.41146069,19.28551999,0.408015233,1.89500408,21,79,17.6,4.2,71.9,27462.73715,23.25,11.7,23587,37.1,11.05,17.75,74.65,6.45,17.55,0.4,0.25,0.7,45.6,3.8,,0.08,38.7,0.227,,0.278,0.113,234.5,70,0.237,0.048,129.75,5.98,91.8,
Iowa,IA,"Shelby County, Iowa",69.2185008,26.29984051,0.446570973,2.775119617,9.4,90.6,16.1,4,79.4,25299.70572,13.95,9.85,12192,42.1,8.8,11,97.15,0.15,1.45,0.6,0.2,0.5,44.7,1.9,2,0.06,18,0.207,0.205,0.319,0.105,166.1,,0.096,0.034,14.16,,56.8,
Kansas,KS,"Comanche County, Kansas",82.26371062,11.90198366,1.166861144,4.667444574,7.3,92.7,16.4,5.3,71.8,25772.65302,13.7,12.65,1870,25.9,9.65,11.6,94.55,0.15,3.35,0.75,0.5,0.75,50.6,,,,31.6,0.111,,0.304,0.11,,,0.181,0.036,,,,
California,CA,"Ventura County, California",38.5746441,55.3749663,1.736060361,3.904755409,17.7,82.3,30.8,11.2,79.15,33633.99746,14,6.45,807815,53.2,9.1,12.8,50.3,1.65,38.8,6.5,0.3,2.5,36,3.7,3.6,0.06,34,0.263,0.121,0.219,0.071,297.7,124.2,0.185,0.09,222.88,3.53,44.5,6.1
Florida,FL,"Indian River County, Florida",60.78325845,36.29297721,0.521921975,2.149016859,13.7,86.3,26.7,9.8,73.35,26028.42381,23.6,6.65,134919,44.3,12.4,20.05,78.55,8.45,10.4,1.15,0.2,1.2,48.1,3.3,4,0.08,41.1,0.347,0.189,0.218,0.117,293.7,259.5,0.25,0.106,327.7,3.44,88.4,6.7
Virginia,VA,"Lexington city, Virginia",31.29084967,61.84640523,0.816993464,3.758169935,18.7,81.3,44.4,23.7,93.35,5300.947937,51,22.6,6975,71.9,30.5,32.5,82.2,7.4,4.95,2.6,0.05,2.8,22.4,,,,6.2,0.339,,0.288,0.091,371.7,90.1,0.185,0.114,37.71,,,
North Dakota,ND,"Sargent County, North Dakota",55.00505561,35.03538928,0.910010111,8.39231547,11.6,88.4,15,1.5,81.2,29571.50699,12.3,9.1,3943,36.6,7.8,11.25,96.8,0.25,0.95,0.8,0.4,0.75,45.1,2,3.1,,17.6,0.19,0.166,0.31,0.1,,,0.095,0.026,50.98,,,
Arizona,AZ,"Maricopa County, Arizona",49.12624154,45.67971286,1.139580044,4.054465553,14.4,85.6,29,10.3,73.5,31644.46381,22.35,7.2,3836319,34.2,13.65,19.4,58.85,4.4,30.1,3.15,1.6,2,34.1,3.2,3.2,0.07,51.1,0.342,0.158,0.228,0.08,429.5,287.5,0.196,0.071,394.32,8.35,70.2,6.3
Tennessee,TN,"Carter County, Tennessee",80.48873434,16.44833992,0.619254037,1.94826847,23.1,76.9,14.9,5.1,71.5,21711.64191,43,15.55,58189,30,22.45,33.65,95.4,1.45,1.45,0.2,0.15,1.35,41.4,5.2,4.8,0.1,49.4,0.299,0.314,0.3,0.14,225.6,92.5,0.18,0.08,218.43,3.71,79.3,9.6
North Carolina,NC,"Transylvania County, North Carolina",59.86811927,37.3853211,,2.746559633,13.9,86.1,27,10.3,75.75,21026.62191,18.45,5.9,31488,59.4,14.8,25.85,91.15,4.45,2.15,0.5,0.3,1.45,48.4,3,3.2,0.08,36.7,0.351,0.227,0.237,0.098,335.2,93.8,0.209,0.096,179.52,,84.6,
Nebraska,NE,"Burt County, Nebraska",66.98836219,26.34118649,1.10701107,5.56344025,9.6,90.4,18.3,4.9,80.75,26573.08476,8.1,10.25,6952,45.1,9.4,6.7,95.4,0.3,1.75,0.2,1.45,0.85,45.9,2.3,2.8,0.07,20.2,0.189,0.173,0.314,0.11,73.5,,0.147,0.043,83.61,,83.3,
Missouri,MO,"New Madrid County, Missouri",71.68117519,26.2921654,0.326441785,1.441784548,26.8,73.2,12.2,4.4,74,22421.86889,32.4,17.45,18339,35.1,21.75,28.6,81.8,15.2,1.2,0.4,0.15,1.2,39.8,7.1,,0.13,67.4,0.464,0.267,0.332,0.124,282.2,73.7,0.167,0.077,248.71,8.31,94.4,
Virginia,VA,"Franklin city, Virginia",35.17326733,62.27722772,0.396039604,1.782178218,23.9,76.1,19,7.1,67.25,22613.06794,38.7,16.35,8655,52.2,22.3,37.65,41.25,55.1,1,0.6,0.2,1.75,39.7,2.2,3,0.13,59.4,0.49,0.164,0.34,0.123,1280.9,460.4,0.159,0.102,396.24,,79.6,
Tennessee,TN,"Hickman County, Tennessee",73.24143262,23.48621489,0.502447823,2.074207678,25.5,74.5,10.6,3.8,72.25,23947.41461,18.55,14.5,24180,33.3,16.9,21.25,92.2,4.5,1.5,0.15,0.4,1.3,39.5,6.6,5,0.09,61.9,0.291,0.377,0.337,0.12,200.8,73.6,0.186,0.092,228.02,,80,13.6
North Carolina,NC,"Alexander County, North Carolina",76.76419966,20.82060963,,2.415190717,24.3,75.7,11.8,3.6,74.2,25765.87143,20.85,16.9,36738,35.5,14.9,19.35,88.05,5.5,3.85,1.05,0.3,1.2,40.3,4.3,4.6,0.08,44.2,0.261,0.26,0.272,0.108,213,97.9,0.195,0.101,161.9,6.27,91.3,8.6
